"term","estimate","std.error","df","statistic","p.value","immune_product"
"visitD4",0.40588534689187,1.73648923550201,193.600773975216,0.233739051526299,0.815434541181894,"TNF-a"
"visitFUV1",-2.82232658009143,1.64918066533044,187.098090825234,-1.71135075702936,0.088673574478452,"TNF-a"
"visitFUV2",1.16045116179139,1.64918066533044,187.098090820295,0.703653144974795,0.48252356630741,"TNF-a"
"visitFUV3",-2.69424033868835,1.68962016683547,190.942488352557,-1.59458344045128,0.112459296649585,"TNF-a"
"visitFUV4",-2.83735961622524,1.736616101667,194.038746233401,-1.63384389532126,0.103913078786928,"TNF-a"
"visitScreening",-0.435792071247007,1.85938108557043,199.77125476766,-0.234374800641425,0.81493405217324,"TNF-a"
"treatment_groupCRS3123_400mg_po_bid:visitD4",-4.85692008847878,2.5764218332004,199.278696200474,-1.88514164330209,0.0608659725881152,"TNF-a"
"treatment_groupVancomycin_125mg_po_qid:visitD4",-1.62843926956645,2.41890745867649,192.725297255966,-0.673212719951449,0.50161844830094,"TNF-a"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",-1.75810536022292,2.37625132484024,192.111958443444,-0.739865073127783,0.460285032207779,"TNF-a"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",1.09711472110695,2.35461023441485,185.985677446156,0.465943239807415,0.64180134132071,"TNF-a"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",-5.770258147583,2.37625132484024,192.111958433462,-2.42830296916128,0.0160909171355541,"TNF-a"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",-2.96931062300047,2.3829005869658,187.410416261872,-1.2460908521498,0.214286463273206,"TNF-a"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",-1.69102552465091,2.59042968053606,197.414083358705,-0.652797309016692,0.514646427247462,"TNF-a"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",1.07686542875158,2.41118422172045,189.59442515329,0.446612672333765,0.655664449942235,"TNF-a"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",-1.66094546028536,2.53736037725297,197.3096133264,-0.654595805615738,0.513490347308301,"TNF-a"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",1.07113262063603,2.44434623723106,191.210646451376,0.438208222845467,0.661730002282807,"TNF-a"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",-2.08152966672872,2.66103409653242,202.370694279939,-0.782225853265521,0.434996144661706,"TNF-a"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",1.01863285010663,2.53083257282058,191.945764637321,0.402489228661766,0.68777189117924,"TNF-a"
"(Intercept)",12352692.9597817,2359958.89037426,363.372940627463,5.2342831098311,2.80734779257777e-07,"calprotectin"
"treatment_groupCRS3123_400mg_po_bid",-5492084.46398028,3563842.85785005,437.685687182489,-1.541056854368,0.124025592741312,"calprotectin"
"treatment_groupVancomycin_125mg_po_qid",-9389391.51987485,3405122.99492848,370.306764820399,-2.75743094562493,0.00611438303613803,"calprotectin"
"visitD4",-4566707.32409166,3347922.19480058,49330.0377607051,-1.36404225020041,0.172560492018847,"calprotectin"
"visitFUV1",-12612544.3102756,3170797.05251334,172968.767024351,-3.97772045999546,6.96073985082798e-05,"calprotectin"
"visitFUV2",-9245487.31900829,3170797.05251334,172968.767825868,-2.91582437030457,0.00354795666125358,"calprotectin"
"visitFUV3",-11756380.3760914,3254439.32771018,65279.5948026903,-3.61241344276749,0.000303587891730943,"calprotectin"
"visitFUV4",-11668269.4055219,3349208.48484685,42881.5286572996,-3.4838886436344,0.000494677890193664,"calprotectin"
"visitScreening",-5211178.46486027,3593645.46512522,26281.3590387354,-1.45010923181836,0.147039994532813,"calprotectin"
"treatment_groupCRS3123_400mg_po_bid:visitD4",-1261981.02502201,4980648.20209305,22491.3311854875,-0.253376864579931,0.799979319720067,"calprotectin"
"treatment_groupVancomycin_125mg_po_qid:visitD4",4499505.56184573,4663145.23577658,45662.3748496386,0.964907875338007,0.334596066569155,"calprotectin"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",5983745.92089635,4554938.65640873,39273.3540636136,1.31368309702202,0.18896054536288,"calprotectin"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",10233015.5325422,4525053.5455554,234064.7129245,2.26141313677785,0.0237345996519933,"calprotectin"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",2543027.91800236,4613777.55646515,61325.1036501493,0.551181301412957,0.58151140486069,"calprotectin"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",6835650.41041424,4581946.92525262,166230.808433867,1.49186590807954,0.135736199248644,"calprotectin"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",5596140.50811374,5004151.5361036,25956.8674986869,1.11829956941533,0.263449420184173,"calprotectin"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",10089279.0693653,4641377.18703292,86593.3773047116,2.17376840166162,0.0297252325006091,"calprotectin"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",5606552.53365686,4901365.01815552,26286.0200203431,1.14387573928675,0.252685590217218,"calprotectin"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",9779671.05788663,4708312.25913629,66566.1814116156,2.07710757478108,0.0377954571132151,"calprotectin"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",3997120.58141486,5151609.49337238,16380.064560559,0.775897432939592,0.43782075067045,"calprotectin"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",7825033.63421772,4875397.12557837,69146.3061895853,1.60500435814025,0.108497412342047,"calprotectin"
"(Intercept)",13952473.2859639,2532996.5435748,392.430522081403,5.50828753452337,6.56687742276911e-08,"lactotransferrin"
"treatment_groupCRS3123_400mg_po_bid",603429.629805897,3823398.41874213,475.298820285637,0.157825464081355,0.874661359761726,"lactotransferrin"
"treatment_groupVancomycin_125mg_po_qid",-8851122.17029128,3654619.22473055,400.372668203854,-2.42189996440569,0.0158829236670462,"lactotransferrin"
"visitD4",-10906395.0754945,3577139.82066752,58646.2822640494,-3.04891494944675,0.00229771804315722,"lactotransferrin"
"visitFUV1",-14192208.2750523,3387233.06144792,205572.298133641,-4.18991194806821,2.79179016708984e-05,"lactotransferrin"
"visitFUV2",-5551094.65876312,3387233.06144792,205572.290893243,-1.63882867167995,0.101250476393915,"lactotransferrin"
"visitFUV3",-13433116.7918034,3477071.12102857,76862.725704766,-3.86334254440838,0.000111937687743292,"lactotransferrin"
"visitFUV4",-13606741.1968404,3578623.94364434,50715.4969436685,-3.80222717198493,0.000143568944231157,"lactotransferrin"
"visitScreening",-5963545.38098025,3840271.92020614,31480.744210659,-1.55289664505323,0.120457880876751,"lactotransferrin"
"treatment_groupCRS3123_400mg_po_bid:visitD4",-732911.337540719,5322581.42592296,26744.8358069893,-0.137698473520981,0.890479762452851,"lactotransferrin"
"treatment_groupVancomycin_125mg_po_qid:visitD4",8801206.84805024,4982501.92448276,53271.7450742015,1.76642317081772,0.0773306065523853,"lactotransferrin"
"treatment_groupCRS3123_400mg_po_bid:visitFUV1",89060.9307001736,4892660.10085952,63814.4275718088,0.0182029670699029,0.985476992558111,"lactotransferrin"
"treatment_groupVancomycin_125mg_po_qid:visitFUV1",10046524.7564889,4833779.54486068,278381.652135372,2.07839945186793,0.0376734969427618,"lactotransferrin"
"treatment_groupCRS3123_400mg_po_bid:visitFUV2",-8181358.0391604,4892660.10085952,63814.4267047259,-1.67216971351089,0.0944957632654689,"lactotransferrin"
"treatment_groupVancomycin_125mg_po_qid:visitFUV2",956389.198652675,4894727.5342435,198350.223060888,0.19539171321831,0.845086503623583,"lactotransferrin"
"treatment_groupCRS3123_400mg_po_bid:visitFUV3",271462.25958291,5347459.01002884,30792.0340652761,0.0507647200425097,0.95951333321509,"lactotransferrin"
"treatment_groupVancomycin_125mg_po_qid:visitFUV3",10030050.6485071,4958650.3865802,102227.604762101,2.02273801670952,0.043102763193757,"lactotransferrin"
"treatment_groupCRS3123_400mg_po_bid:visitFUV4",246143.717154436,5237639.41323673,31113.3670195192,0.0469951628461429,0.962517384382505,"lactotransferrin"
"treatment_groupVancomycin_125mg_po_qid:visitFUV4",9811453.94354411,5030381.63618484,78769.5705924626,1.95043928137932,0.0511273254095653,"lactotransferrin"
"treatment_groupCRS3123_400mg_po_bid:visitScreening",3364505.36236085,5506004.60491088,19311.0056196253,0.611061123951839,0.541166307816046,"lactotransferrin"
"treatment_groupVancomycin_125mg_po_qid:visitScreening",6770447.41857875,5208856.19002409,82647.5706828314,1.2997954198746,0.193674720867293,"lactotransferrin"
